STATISTIC Label,Year,Single Year of Age,GenderCode,Sex,UNIT,VALUE,Age Group,Previous_Year_Population,Inward or Outward Flow_Immigrants: All origins,Inward or Outward Flow_Net migration,VALUE_Population,Migration_Rate
Population estimates from 1926,2012,41,2,Female,Number,34749,25-44 years old,35048.0,,,,
Population estimates from 1926,2012,42,1,Male,Number,33939,25-44 years old,34900.0,,,,
Population estimates from 1926,2012,42,2,Female,Number,33714,25-44 years old,34749.0,,,,
Population estimates from 1926,2012,43,1,Male,Number,32408,25-44 years old,33939.0,,,,
Population estimates from 1926,2012,43,2,Female,Number,31608,25-44 years old,33714.0,,,,
Population estimates from 1926,2012,44,1,Male,Number,31673,25-44 years old,32408.0,,,,
Population estimates from 1926,2012,44,2,Female,Number,31516,25-44 years old,31608.0,,,,
Population estimates from 1926,2012,45,1,Male,Number,31293,45-64 years old,20808.0,,,,
Population estimates from 1926,2012,45,2,Female,Number,31170,45-64 years old,20265.0,,,,
Population estimates from 1926,2012,46,1,Male,Number,31002,45-64 years old,31293.0,,,,
Population estimates from 1926,2012,46,2,Female,Number,31210,45-64 years old,31170.0,,,,
Population estimates from 1926,2012,47,1,Male,Number,31059,45-64 years old,31002.0,,,,
Population estimates from 1926,2012,47,2,Female,Number,31697,45-64 years old,31210.0,,,,
Population estimates from 1926,2012,48,1,Male,Number,30169,45-64 years old,31059.0,,,,
Population estimates from 1926,2012,48,2,Female,Number,30768,45-64 years old,31697.0,,,,
Population estimates from 1926,2012,49,1,Male,Number,29463,45-64 years old,30169.0,,,,
Population estimates from 1926,2012,49,2,Female,Number,29880,45-64 years old,30768.0,,,,
Population estimates from 1926,2012,50,1,Male,Number,28637,45-64 years old,29463.0,,,,
Population estimates from 1926,2012,50,2,Female,Number,29074,45-64 years old,29880.0,,,,
Population estimates from 1926,2012,51,1,Male,Number,28922,45-64 years old,28637.0,,,,
Population estimates from 1926,2012,51,2,Female,Number,29111,45-64 years old,29074.0,,,,
Population estimates from 1926,2012,52,1,Male,Number,27660,45-64 years old,28922.0,,,,
Population estimates from 1926,2012,52,2,Female,Number,28081,45-64 years old,29111.0,,,,
Population estimates from 1926,2012,53,1,Male,Number,26794,45-64 years old,27660.0,,,,
Population estimates from 1926,2012,53,2,Female,Number,26821,45-64 years old,28081.0,,,,
Population estimates from 1926,2012,54,1,Male,Number,26284,45-64 years old,26794.0,,,,
Population estimates from 1926,2012,54,2,Female,Number,26769,45-64 years old,26821.0,,,,
Population estimates from 1926,2012,55,1,Male,Number,25981,45-64 years old,26284.0,,,,
Population estimates from 1926,2012,55,2,Female,Number,25897,45-64 years old,26769.0,,,,
Population estimates from 1926,2012,56,1,Male,Number,25006,45-64 years old,25981.0,,,,
Population estimates from 1926,2012,56,2,Female,Number,25214,45-64 years old,25897.0,,,,
Population estimates from 1926,2012,57,1,Male,Number,24802,45-64 years old,25006.0,,,,
Population estimates from 1926,2012,57,2,Female,Number,25095,45-64 years old,25214.0,,,,
Population estimates from 1926,2012,58,1,Male,Number,23982,45-64 years old,24802.0,,,,
Population estimates from 1926,2012,58,2,Female,Number,23897,45-64 years old,25095.0,,,,
Population estimates from 1926,2012,59,1,Male,Number,24044,45-64 years old,23982.0,,,,
Population estimates from 1926,2012,59,2,Female,Number,24069,45-64 years old,23897.0,,,,
Population estimates from 1926,2012,60,1,Male,Number,22869,45-64 years old,24044.0,,,,
Population estimates from 1926,2012,60,2,Female,Number,22664,45-64 years old,24069.0,,,,
Population estimates from 1926,2012,61,1,Male,Number,22483,45-64 years old,22869.0,,,,
Population estimates from 1926,2012,61,2,Female,Number,22182,45-64 years old,22664.0,,,,
Population estimates from 1926,2012,62,1,Male,Number,21788,45-64 years old,22483.0,,,,
Population estimates from 1926,2012,62,2,Female,Number,22186,45-64 years old,22182.0,,,,
Population estimates from 1926,2012,63,1,Male,Number,21667,45-64 years old,21788.0,,,,
Population estimates from 1926,2012,63,2,Female,Number,21631,45-64 years old,22186.0,,,,
Population estimates from 1926,2012,64,1,Male,Number,21282,45-64 years old,21667.0,,,,
Population estimates from 1926,2012,64,2,Female,Number,21150,45-64 years old,21631.0,,,,
Population estimates from 1926,2012,65,1,Male,Number,20505,65 and over,105.0,,,,
Population estimates from 1926,2012,65,2,Female,Number,20101,65 and over,548.0,,,,
Population estimates from 1926,2012,66,1,Male,Number,19568,65 and over,20505.0,,,,
Population estimates from 1926,2012,66,2,Female,Number,19532,65 and over,20101.0,,,,
Population estimates from 1926,2012,67,1,Male,Number,17872,65 and over,19568.0,,,,
Population estimates from 1926,2012,67,2,Female,Number,17983,65 and over,19532.0,,,,
Population estimates from 1926,2012,68,1,Male,Number,16884,65 and over,17872.0,,,,
Population estimates from 1926,2012,68,2,Female,Number,17067,65 and over,17983.0,,,,
Population estimates from 1926,2012,69,1,Male,Number,15772,65 and over,16884.0,,,,
Population estimates from 1926,2012,69,2,Female,Number,16332,65 and over,17067.0,,,,
Population estimates from 1926,2012,70,1,Male,Number,14275,65 and over,15772.0,,,,
Population estimates from 1926,2012,70,2,Female,Number,14636,65 and over,16332.0,,,,
Population estimates from 1926,2012,71,1,Male,Number,13411,65 and over,14275.0,,,,
Population estimates from 1926,2012,71,2,Female,Number,14007,65 and over,14636.0,,,,
Population estimates from 1926,2012,72,1,Male,Number,13124,65 and over,13411.0,,,,
Population estimates from 1926,2012,72,2,Female,Number,13948,65 and over,14007.0,,,,
Population estimates from 1926,2012,73,1,Male,Number,12399,65 and over,13124.0,,,,
Population estimates from 1926,2012,73,2,Female,Number,13351,65 and over,13948.0,,,,
Population estimates from 1926,2012,74,1,Male,Number,11426,65 and over,12399.0,,,,
Population estimates from 1926,2012,74,2,Female,Number,12553,65 and over,13351.0,,,,
Population estimates from 1926,2012,75,1,Male,Number,11009,65 and over,11426.0,,,,
Population estimates from 1926,2012,75,2,Female,Number,12199,65 and over,12553.0,,,,
Population estimates from 1926,2012,76,1,Male,Number,10186,65 and over,11009.0,,,,
Population estimates from 1926,2012,76,2,Female,Number,11866,65 and over,12199.0,,,,
Population estimates from 1926,2012,77,1,Male,Number,9518,65 and over,10186.0,,,,
Population estimates from 1926,2012,77,2,Female,Number,11315,65 and over,11866.0,,,,
Population estimates from 1926,2012,78,1,Male,Number,8994,65 and over,9518.0,,,,
Population estimates from 1926,2012,78,2,Female,Number,10786,65 and over,11315.0,,,,
Population estimates from 1926,2012,79,1,Male,Number,8099,65 and over,8994.0,,,,
Population estimates from 1926,2012,79,2,Female,Number,9976,65 and over,10786.0,,,,
Population estimates from 1926,2012,80,1,Male,Number,7396,65 and over,8099.0,,,,
Population estimates from 1926,2012,80,2,Female,Number,9367,65 and over,9976.0,,,,
Population estimates from 1926,2012,81,1,Male,Number,6794,65 and over,7396.0,,,,
Population estimates from 1926,2012,81,2,Female,Number,9082,65 and over,9367.0,,,,
Population estimates from 1926,2012,82,1,Male,Number,5876,65 and over,6794.0,,,,
Population estimates from 1926,2012,82,2,Female,Number,8452,65 and over,9082.0,,,,
Population estimates from 1926,2012,83,1,Male,Number,5133,65 and over,5876.0,,,,
Population estimates from 1926,2012,83,2,Female,Number,7804,65 and over,8452.0,,,,
Population estimates from 1926,2012,84,1,Male,Number,4436,65 and over,5133.0,,,,
Population estimates from 1926,2012,84,2,Female,Number,7206,65 and over,7804.0,,,,
Population estimates from 1926,2012,85,1,Male,Number,3826,65 and over,4436.0,,,,
Population estimates from 1926,2012,85,2,Female,Number,6657,65 and over,7206.0,,,,
Population estimates from 1926,2012,86,1,Male,Number,3235,65 and over,3826.0,,,,
Population estimates from 1926,2012,86,2,Female,Number,5830,65 and over,6657.0,,,,
Population estimates from 1926,2012,87,1,Male,Number,2786,65 and over,3235.0,,,,
Population estimates from 1926,2012,87,2,Female,Number,5421,65 and over,5830.0,,,,
Population estimates from 1926,2012,88,1,Male,Number,2254,65 and over,2786.0,,,,
Population estimates from 1926,2012,88,2,Female,Number,4775,65 and over,5421.0,,,,
Population estimates from 1926,2012,89,1,Male,Number,1873,65 and over,2254.0,,,,
Population estimates from 1926,2012,89,2,Female,Number,4174,65 and over,4775.0,,,,
Population estimates from 1926,2012,90,1,Male,Number,1371,65 and over,1873.0,,,,
Population estimates from 1926,2012,90,2,Female,Number,3183,65 and over,4174.0,,,,
Population estimates from 1926,2012,91,1,Male,Number,1047,65 and over,1371.0,,,,
Population estimates from 1926,2012,91,2,Female,Number,2639,65 and over,3183.0,,,,
Population estimates from 1926,2012,92,1,Male,Number,828,65 and over,1047.0,,,,
Population estimates from 1926,2012,92,2,Female,Number,2231,65 and over,2639.0,,,,
Population estimates from 1926,2012,93,1,Male,Number,565,65 and over,828.0,,,,
Population estimates from 1926,2012,93,2,Female,Number,1581,65 and over,2231.0,,,,
Population estimates from 1926,2012,94,1,Male,Number,368,65 and over,565.0,,,,
Population estimates from 1926,2012,94,2,Female,Number,1167,65 and over,1581.0,,,,
Population estimates from 1926,2012,95,1,Male,Number,293,65 and over,368.0,,,,
Population estimates from 1926,2012,95,2,Female,Number,964,65 and over,1167.0,,,,
Population estimates from 1926,2012,96,1,Male,Number,197,65 and over,293.0,,,,
Population estimates from 1926,2012,96,2,Female,Number,719,65 and over,964.0,,,,
Population estimates from 1926,2012,97,1,Male,Number,132,65 and over,197.0,,,,
Population estimates from 1926,2012,97,2,Female,Number,498,65 and over,719.0,,,,
Population estimates from 1926,2012,98,1,Male,Number,90,65 and over,132.0,,,,
Population estimates from 1926,2012,98,2,Female,Number,418,65 and over,498.0,,,,
Population estimates from 1926,2012,99,1,Male,Number,120,65 and over,90.0,,,,
Population estimates from 1926,2012,99,2,Female,Number,575,65 and over,418.0,,,,
Population estimates from 1926,2013,0,1,Male,Number,35061,0-14 years old,30652.0,,,,
Population estimates from 1926,2013,0,2,Female,Number,33522,0-14 years old,28991.0,,,,
Population estimates from 1926,2013,1,1,Male,Number,36700,0-14 years old,35061.0,,,,
Population estimates from 1926,2013,1,2,Female,Number,35085,0-14 years old,33522.0,,,,
Population estimates from 1926,2013,2,1,Male,Number,35792,0-14 years old,36700.0,,,,
Population estimates from 1926,2013,2,2,Female,Number,34846,0-14 years old,35085.0,,,,
Population estimates from 1926,2013,3,1,Male,Number,36275,0-14 years old,35792.0,,,,
Population estimates from 1926,2013,3,2,Female,Number,34782,0-14 years old,34846.0,,,,
Population estimates from 1926,2013,4,1,Male,Number,36134,0-14 years old,36275.0,,,,
Population estimates from 1926,2013,4,2,Female,Number,34822,0-14 years old,34782.0,,,,
Population estimates from 1926,2013,5,1,Male,Number,36679,0-14 years old,36134.0,,,,
Population estimates from 1926,2013,5,2,Female,Number,35244,0-14 years old,34822.0,,,,
Population estimates from 1926,2013,6,1,Male,Number,34441,0-14 years old,36679.0,,,,
Population estimates from 1926,2013,6,2,Female,Number,32120,0-14 years old,35244.0,,,,
Population estimates from 1926,2013,7,1,Male,Number,33249,0-14 years old,34441.0,,,,
Population estimates from 1926,2013,7,2,Female,Number,31843,0-14 years old,32120.0,,,,
Population estimates from 1926,2013,8,1,Male,Number,33532,0-14 years old,33249.0,,,,
Population estimates from 1926,2013,8,2,Female,Number,31503,0-14 years old,31843.0,,,,
Population estimates from 1926,2013,9,1,Male,Number,32837,0-14 years old,33532.0,,,,
Population estimates from 1926,2013,9,2,Female,Number,31581,0-14 years old,31503.0,,,,
Population estimates from 1926,2013,10,1,Male,Number,32330,0-14 years old,32837.0,,,,
Population estimates from 1926,2013,10,2,Female,Number,31201,0-14 years old,31581.0,,,,
Population estimates from 1926,2013,11,1,Male,Number,31620,0-14 years old,32330.0,,,,
Population estimates from 1926,2013,11,2,Female,Number,30613,0-14 years old,31201.0,,,,
Population estimates from 1926,2013,12,1,Male,Number,31193,0-14 years old,31620.0,,,,
Population estimates from 1926,2013,12,2,Female,Number,29816,0-14 years old,30613.0,,,,
Population estimates from 1926,2013,13,1,Male,Number,30800,0-14 years old,31193.0,,,,
Population estimates from 1926,2013,13,2,Female,Number,29521,0-14 years old,29816.0,,,,
Population estimates from 1926,2013,14,1,Male,Number,31108,0-14 years old,30800.0,,,,
Population estimates from 1926,2013,14,2,Female,Number,29659,0-14 years old,29521.0,,,,
Population estimates from 1926,2013,15,1,Male,Number,30589,15-24 years old,28806.0,,,,
Population estimates from 1926,2013,15,2,Female,Number,28966,15-24 years old,30342.0,,,,
Population estimates from 1926,2013,16,1,Male,Number,29882,15-24 years old,30589.0,,,,
Population estimates from 1926,2013,16,2,Female,Number,28221,15-24 years old,28966.0,,,,
Population estimates from 1926,2013,17,1,Male,Number,28785,15-24 years old,29882.0,,,,
Population estimates from 1926,2013,17,2,Female,Number,27172,15-24 years old,28221.0,,,,
Population estimates from 1926,2013,18,1,Male,Number,28426,15-24 years old,28785.0,,,,
Population estimates from 1926,2013,18,2,Female,Number,27059,15-24 years old,27172.0,,,,
Population estimates from 1926,2013,19,1,Male,Number,28246,15-24 years old,28426.0,,,,
Population estimates from 1926,2013,19,2,Female,Number,27039,15-24 years old,27059.0,,,,
Population estimates from 1926,2013,20,1,Male,Number,28513,15-24 years old,28246.0,,,,
Population estimates from 1926,2013,20,2,Female,Number,27122,15-24 years old,27039.0,,,,
Population estimates from 1926,2013,21,1,Male,Number,27147,15-24 years old,28513.0,,,,
Population estimates from 1926,2013,21,2,Female,Number,27184,15-24 years old,27122.0,,,,
Population estimates from 1926,2013,22,1,Male,Number,28539,15-24 years old,27147.0,,,,
Population estimates from 1926,2013,22,2,Female,Number,27971,15-24 years old,27184.0,,,,
Population estimates from 1926,2013,23,1,Male,Number,27950,15-24 years old,28539.0,,,,
Population estimates from 1926,2013,23,2,Female,Number,27980,15-24 years old,27971.0,,,,
Population estimates from 1926,2013,24,1,Male,Number,27910,15-24 years old,27950.0,,,,
Population estimates from 1926,2013,24,2,Female,Number,28577,15-24 years old,27980.0,,,,
Population estimates from 1926,2013,25,1,Male,Number,28655,25-44 years old,31673.0,,,,
Population estimates from 1926,2013,25,2,Female,Number,30181,25-44 years old,31516.0,,,,
Population estimates from 1926,2013,26,1,Male,Number,29922,25-44 years old,28655.0,,,,
Population estimates from 1926,2013,26,2,Female,Number,31420,25-44 years old,30181.0,,,,
Population estimates from 1926,2013,27,1,Male,Number,30871,25-44 years old,29922.0,,,,
Population estimates from 1926,2013,27,2,Female,Number,34007,25-44 years old,31420.0,,,,
Population estimates from 1926,2013,28,1,Male,Number,32073,25-44 years old,30871.0,,,,
Population estimates from 1926,2013,28,2,Female,Number,34771,25-44 years old,34007.0,,,,
Population estimates from 1926,2013,29,1,Male,Number,33201,25-44 years old,32073.0,,,,
Population estimates from 1926,2013,29,2,Female,Number,36739,25-44 years old,34771.0,,,,
Population estimates from 1926,2013,30,1,Male,Number,35777,25-44 years old,33201.0,,,,
Population estimates from 1926,2013,30,2,Female,Number,39200,25-44 years old,36739.0,,,,
Population estimates from 1926,2013,31,1,Male,Number,37494,25-44 years old,35777.0,,,,
Population estimates from 1926,2013,31,2,Female,Number,40291,25-44 years old,39200.0,,,,
Population estimates from 1926,2013,32,1,Male,Number,39843,25-44 years old,37494.0,,,,
Population estimates from 1926,2013,32,2,Female,Number,41307,25-44 years old,40291.0,,,,
Population estimates from 1926,2013,33,1,Male,Number,39744,25-44 years old,39843.0,,,,
Population estimates from 1926,2013,33,2,Female,Number,40509,25-44 years old,41307.0,,,,
Population estimates from 1926,2013,34,1,Male,Number,37869,25-44 years old,39744.0,,,,
Population estimates from 1926,2013,34,2,Female,Number,39331,25-44 years old,40509.0,,,,
Population estimates from 1926,2013,35,1,Male,Number,36908,25-44 years old,37869.0,,,,
Population estimates from 1926,2013,35,2,Female,Number,37883,25-44 years old,39331.0,,,,
