STATISTIC Label,Year,Single Year of Age,C02199V02655,Sex,UNIT,VALUE,Age Group
Population estimates from 1926,2011,39,1,Male,Number,35409,25-44 years old
Population estimates from 1926,2011,39,2,Female,Number,35191,25-44 years old
Population estimates from 1926,2011,40,1,Male,Number,35284,25-44 years old
Population estimates from 1926,2011,40,2,Female,Number,34789,25-44 years old
Population estimates from 1926,2011,41,1,Male,Number,34326,25-44 years old
Population estimates from 1926,2011,41,2,Female,Number,33870,25-44 years old
Population estimates from 1926,2011,42,1,Male,Number,32698,25-44 years old
Population estimates from 1926,2011,42,2,Female,Number,31751,25-44 years old
Population estimates from 1926,2011,43,1,Male,Number,32091,25-44 years old
Population estimates from 1926,2011,43,2,Female,Number,31722,25-44 years old
Population estimates from 1926,2011,44,1,Male,Number,31528,25-44 years old
Population estimates from 1926,2011,44,2,Female,Number,31275,25-44 years old
Population estimates from 1926,2011,45,1,Male,Number,31211,45-64 years old
Population estimates from 1926,2011,45,2,Female,Number,31238,45-64 years old
Population estimates from 1926,2011,46,1,Male,Number,31213,45-64 years old
Population estimates from 1926,2011,46,2,Female,Number,31716,45-64 years old
Population estimates from 1926,2011,47,1,Male,Number,30336,45-64 years old
Population estimates from 1926,2011,47,2,Female,Number,30823,45-64 years old
Population estimates from 1926,2011,48,1,Male,Number,29649,45-64 years old
Population estimates from 1926,2011,48,2,Female,Number,29944,45-64 years old
Population estimates from 1926,2011,49,1,Male,Number,28846,45-64 years old
Population estimates from 1926,2011,49,2,Female,Number,29134,45-64 years old
Population estimates from 1926,2011,50,1,Male,Number,29163,45-64 years old
Population estimates from 1926,2011,50,2,Female,Number,29193,45-64 years old
Population estimates from 1926,2011,51,1,Male,Number,27865,45-64 years old
Population estimates from 1926,2011,51,2,Female,Number,28140,45-64 years old
Population estimates from 1926,2011,52,1,Male,Number,26980,45-64 years old
Population estimates from 1926,2011,52,2,Female,Number,26919,45-64 years old
Population estimates from 1926,2011,53,1,Male,Number,26480,45-64 years old
Population estimates from 1926,2011,53,2,Female,Number,26831,45-64 years old
Population estimates from 1926,2011,54,1,Male,Number,26174,45-64 years old
Population estimates from 1926,2011,54,2,Female,Number,25992,45-64 years old
Population estimates from 1926,2011,55,1,Male,Number,25231,45-64 years old
Population estimates from 1926,2011,55,2,Female,Number,25307,45-64 years old
Population estimates from 1926,2011,56,1,Male,Number,25035,45-64 years old
Population estimates from 1926,2011,56,2,Female,Number,25209,45-64 years old
Population estimates from 1926,2011,57,1,Male,Number,24181,45-64 years old
Population estimates from 1926,2011,57,2,Female,Number,24042,45-64 years old
Population estimates from 1926,2011,58,1,Male,Number,24223,45-64 years old
Population estimates from 1926,2011,58,2,Female,Number,24204,45-64 years old
Population estimates from 1926,2011,59,1,Male,Number,23130,45-64 years old
Population estimates from 1926,2011,59,2,Female,Number,22818,45-64 years old
Population estimates from 1926,2011,60,1,Male,Number,22775,45-64 years old
Population estimates from 1926,2011,60,2,Female,Number,22321,45-64 years old
Population estimates from 1926,2011,61,1,Male,Number,22069,45-64 years old
Population estimates from 1926,2011,61,2,Female,Number,22315,45-64 years old
Population estimates from 1926,2011,62,1,Male,Number,21946,45-64 years old
Population estimates from 1926,2011,62,2,Female,Number,21773,45-64 years old
Population estimates from 1926,2011,63,1,Male,Number,21562,45-64 years old
Population estimates from 1926,2011,63,2,Female,Number,21270,45-64 years old
Population estimates from 1926,2011,64,1,Male,Number,20808,45-64 years old
Population estimates from 1926,2011,64,2,Female,Number,20265,45-64 years old
Population estimates from 1926,2011,65,1,Male,Number,19860,65 and over
Population estimates from 1926,2011,65,2,Female,Number,19698,65 and over
Population estimates from 1926,2011,66,1,Male,Number,18066,65 and over
Population estimates from 1926,2011,66,2,Female,Number,18183,65 and over
Population estimates from 1926,2011,67,1,Male,Number,17137,65 and over
Population estimates from 1926,2011,67,2,Female,Number,17249,65 and over
Population estimates from 1926,2011,68,1,Male,Number,15977,65 and over
Population estimates from 1926,2011,68,2,Female,Number,16487,65 and over
Population estimates from 1926,2011,69,1,Male,Number,14571,65 and over
Population estimates from 1926,2011,69,2,Female,Number,14843,65 and over
Population estimates from 1926,2011,70,1,Male,Number,13709,65 and over
Population estimates from 1926,2011,70,2,Female,Number,14195,65 and over
Population estimates from 1926,2011,71,1,Male,Number,13431,65 and over
Population estimates from 1926,2011,71,2,Female,Number,14148,65 and over
Population estimates from 1926,2011,72,1,Male,Number,12712,65 and over
Population estimates from 1926,2011,72,2,Female,Number,13581,65 and over
Population estimates from 1926,2011,73,1,Male,Number,11676,65 and over
Population estimates from 1926,2011,73,2,Female,Number,12770,65 and over
Population estimates from 1926,2011,74,1,Male,Number,11406,65 and over
Population estimates from 1926,2011,74,2,Female,Number,12499,65 and over
Population estimates from 1926,2011,75,1,Male,Number,10700,65 and over
Population estimates from 1926,2011,75,2,Female,Number,12195,65 and over
Population estimates from 1926,2011,76,1,Male,Number,9961,65 and over
Population estimates from 1926,2011,76,2,Female,Number,11639,65 and over
Population estimates from 1926,2011,77,1,Male,Number,9381,65 and over
Population estimates from 1926,2011,77,2,Female,Number,11125,65 and over
Population estimates from 1926,2011,78,1,Male,Number,8458,65 and over
Population estimates from 1926,2011,78,2,Female,Number,10276,65 and over
Population estimates from 1926,2011,79,1,Male,Number,7844,65 and over
Population estimates from 1926,2011,79,2,Female,Number,9787,65 and over
Population estimates from 1926,2011,80,1,Male,Number,7331,65 and over
Population estimates from 1926,2011,80,2,Female,Number,9536,65 and over
Population estimates from 1926,2011,81,1,Male,Number,6332,65 and over
Population estimates from 1926,2011,81,2,Female,Number,8902,65 and over
Population estimates from 1926,2011,82,1,Male,Number,5555,65 and over
Population estimates from 1926,2011,82,2,Female,Number,8261,65 and over
Population estimates from 1926,2011,83,1,Male,Number,4746,65 and over
Population estimates from 1926,2011,83,2,Female,Number,7577,65 and over
Population estimates from 1926,2011,84,1,Male,Number,4304,65 and over
Population estimates from 1926,2011,84,2,Female,Number,7213,65 and over
Population estimates from 1926,2011,85,1,Male,Number,3756,65 and over
Population estimates from 1926,2011,85,2,Female,Number,6475,65 and over
Population estimates from 1926,2011,86,1,Male,Number,3251,65 and over
Population estimates from 1926,2011,86,2,Female,Number,5976,65 and over
Population estimates from 1926,2011,87,1,Male,Number,2637,65 and over
Population estimates from 1926,2011,87,2,Female,Number,5313,65 and over
Population estimates from 1926,2011,88,1,Male,Number,2188,65 and over
Population estimates from 1926,2011,88,2,Female,Number,4635,65 and over
Population estimates from 1926,2011,89,1,Male,Number,1713,65 and over
Population estimates from 1926,2011,89,2,Female,Number,3826,65 and over
Population estimates from 1926,2011,90,1,Male,Number,1403,65 and over
Population estimates from 1926,2011,90,2,Female,Number,3304,65 and over
Population estimates from 1926,2011,91,1,Male,Number,1117,65 and over
Population estimates from 1926,2011,91,2,Female,Number,2725,65 and over
Population estimates from 1926,2011,92,1,Male,Number,759,65 and over
Population estimates from 1926,2011,92,2,Female,Number,1994,65 and over
Population estimates from 1926,2011,93,1,Male,Number,475,65 and over
Population estimates from 1926,2011,93,2,Female,Number,1449,65 and over
Population estimates from 1926,2011,94,1,Male,Number,385,65 and over
Population estimates from 1926,2011,94,2,Female,Number,1219,65 and over
Population estimates from 1926,2011,95,1,Male,Number,271,65 and over
Population estimates from 1926,2011,95,2,Female,Number,892,65 and over
Population estimates from 1926,2011,96,1,Male,Number,178,65 and over
Population estimates from 1926,2011,96,2,Female,Number,632,65 and over
Population estimates from 1926,2011,97,1,Male,Number,116,65 and over
Population estimates from 1926,2011,97,2,Female,Number,519,65 and over
Population estimates from 1926,2011,98,1,Male,Number,64,65 and over
Population estimates from 1926,2011,98,2,Female,Number,317,65 and over
Population estimates from 1926,2011,99,1,Male,Number,105,65 and over
Population estimates from 1926,2011,99,2,Female,Number,548,65 and over
Population estimates from 1926,2012,0,1,Male,Number,37255,0-14 years old
Population estimates from 1926,2012,0,2,Female,Number,35428,0-14 years old
Population estimates from 1926,2012,1,1,Male,Number,36333,0-14 years old
Population estimates from 1926,2012,1,2,Female,Number,35202,0-14 years old
Population estimates from 1926,2012,2,1,Male,Number,36641,0-14 years old
Population estimates from 1926,2012,2,2,Female,Number,35039,0-14 years old
Population estimates from 1926,2012,3,1,Male,Number,36665,0-14 years old
Population estimates from 1926,2012,3,2,Female,Number,35060,0-14 years old
Population estimates from 1926,2012,4,1,Male,Number,35836,0-14 years old
Population estimates from 1926,2012,4,2,Female,Number,34695,0-14 years old
Population estimates from 1926,2012,5,1,Male,Number,34343,0-14 years old
Population estimates from 1926,2012,5,2,Female,Number,32956,0-14 years old
Population estimates from 1926,2012,6,1,Male,Number,33198,0-14 years old
Population estimates from 1926,2012,6,2,Female,Number,31833,0-14 years old
Population estimates from 1926,2012,7,1,Male,Number,33516,0-14 years old
Population estimates from 1926,2012,7,2,Female,Number,31438,0-14 years old
Population estimates from 1926,2012,8,1,Male,Number,32787,0-14 years old
Population estimates from 1926,2012,8,2,Female,Number,31558,0-14 years old
Population estimates from 1926,2012,9,1,Male,Number,32534,0-14 years old
Population estimates from 1926,2012,9,2,Female,Number,31169,0-14 years old
Population estimates from 1926,2012,10,1,Male,Number,31831,0-14 years old
Population estimates from 1926,2012,10,2,Female,Number,30518,0-14 years old
Population estimates from 1926,2012,11,1,Male,Number,31427,0-14 years old
Population estimates from 1926,2012,11,2,Female,Number,29730,0-14 years old
Population estimates from 1926,2012,12,1,Male,Number,31045,0-14 years old
Population estimates from 1926,2012,12,2,Female,Number,29473,0-14 years old
Population estimates from 1926,2012,13,1,Male,Number,31314,0-14 years old
Population estimates from 1926,2012,13,2,Female,Number,29559,0-14 years old
Population estimates from 1926,2012,14,1,Male,Number,30652,0-14 years old
Population estimates from 1926,2012,14,2,Female,Number,28991,0-14 years old
Population estimates from 1926,2012,15,1,Male,Number,30017,15-24 years old
Population estimates from 1926,2012,15,2,Female,Number,28368,15-24 years old
Population estimates from 1926,2012,16,1,Male,Number,28900,15-24 years old
Population estimates from 1926,2012,16,2,Female,Number,27313,15-24 years old
Population estimates from 1926,2012,17,1,Male,Number,28252,15-24 years old
Population estimates from 1926,2012,17,2,Female,Number,27089,15-24 years old
Population estimates from 1926,2012,18,1,Male,Number,28241,15-24 years old
Population estimates from 1926,2012,18,2,Female,Number,26847,15-24 years old
Population estimates from 1926,2012,19,1,Male,Number,28919,15-24 years old
Population estimates from 1926,2012,19,2,Female,Number,27537,15-24 years old
Population estimates from 1926,2012,20,1,Male,Number,27794,15-24 years old
Population estimates from 1926,2012,20,2,Female,Number,27786,15-24 years old
Population estimates from 1926,2012,21,1,Male,Number,28907,15-24 years old
Population estimates from 1926,2012,21,2,Female,Number,28309,15-24 years old
Population estimates from 1926,2012,22,1,Male,Number,28121,15-24 years old
Population estimates from 1926,2012,22,2,Female,Number,28325,15-24 years old
Population estimates from 1926,2012,23,1,Male,Number,27882,15-24 years old
Population estimates from 1926,2012,23,2,Female,Number,28796,15-24 years old
Population estimates from 1926,2012,24,1,Male,Number,28806,15-24 years old
Population estimates from 1926,2012,24,2,Female,Number,30342,15-24 years old
Population estimates from 1926,2012,25,1,Male,Number,30160,25-44 years old
Population estimates from 1926,2012,25,2,Female,Number,31992,25-44 years old
Population estimates from 1926,2012,26,1,Male,Number,31164,25-44 years old
Population estimates from 1926,2012,26,2,Female,Number,33928,25-44 years old
